,city,date,pm2_5,pm10,no2,so2,o3,hospital_id,respiratory_cases,avg_age_of_patients,weather_temperature,weather_humidity,wind_speed,rainfall_mm,population_density,industrial_activity_index
177,AJAH,2021-01-08,81.21,109.07,41.43,11.22,58.91,HOSP_AJA_8,9.0,41.9,29.3,41.8,3.2,5.3,15798.4,0.33
178,AJAH,2021-01-08,51.02,101.82,65.49,9.45,27.42,HOSP_AJA_1,12.0,28.4,32.6,64.0,3.0,3.4,25762.9,0.26
179,AJAH,2021-01-08,80.65,112.97,66.07,23.44,43.04,HOSP_AJA_1,14.0,35.1,27.6,41.2,2.1,7.9,18295.3,0.59
180,AJAH,2021-01-08,87.8,99.42,36.42,17.38,54.86,HOSP_AJA_2,16.0,26.3,34.0,59.4,4.1,8.3,25212.5,0.87
181,AJAH,2021-01-08,70.54,86.52,28.28,15.81,36.67,HOSP_AJA_3,9.0,32.4,28.3,63.4,2.9,0.7,16074.4,0.75
182,AJAH,2021-01-08,90.53,131.57,58.76,26.59,58.14,HOSP_AJA_6,17.0,48.6,30.7,41.2,3.1,7.7,23704.8,0.47
183,AJAH,2021-01-08,52.97,98.21,36.22,27.48,46.93,HOSP_AJA_6,9.0,27.8,31.6,64.2,2.0,0.0,13849.0,0.9
184,AJAH,2021-01-08,67.17,88.73,63.77,5.07,34.83,HOSP_AJA_2,9.0,25.3,33.7,76.4,3.6,5.0,29474.2,0.31
185,AJAH,2021-01-08,82.79,122.52,38.91,15.32,28.49,HOSP_AJA_1,15.0,26.5,30.0,53.0,1.8,5.2,27635.4,0.68
186,AJAH,2021-01-08,56.43,120.13,46.89,14.76,35.61,HOSP_AJA_10,10.0,20.3,34.9,76.4,3.9,4.4,14305.3,0.75
187,AJAH,2021-01-08,19.57,88.22,57.62,15.16,13.57,HOSP_AJA_8,13.0,47.5,31.7,79.1,2.7,7.1,26865.0,0.74
188,AJAH,2021-01-08,45.29,123.38,44.43,9.14,36.08,HOSP_AJA_10,4.0,27.1,25.8,51.1,1.6,7.9,14573.8,0.56
189,AJAH,2021-01-08,84.82,127.27,19.23,15.74,30.06,HOSP_AJA_4,9.0,38.6,30.2,65.8,4.9,2.5,17843.3,0.21
190,AJAH,2021-01-08,91.46,97.43,65.53,15.84,36.34,HOSP_AJA_9,10.0,31.9,27.2,47.4,4.0,7.4,26287.5,0.38
191,AJAH,2021-01-08,85.15,123.55,45.41,21.93,30.34,HOSP_AJA_6,9.0,22.9,28.5,68.4,3.1,2.8,21153.9,0.21
192,AJAH,2021-01-08,54.68,96.36,66.02,6.54,43.59,HOSP_AJA_8,9.0,44.0,31.1,58.7,1.9,7.8,10382.1,0.32
193,AJAH,2021-01-08,85.57,85.43,64.46,9.56,35.17,HOSP_AJA_1,11.0,27.4,30.9,53.7,1.5,7.9,13739.2,0.6
194,AJAH,2021-01-09,65.19,80.28,60.2,20.79,52.83,HOSP_AJA_9,16.0,22.0,34.9,47.1,3.0,1.4,18265.2,0.69
195,AJAH,2021-01-09,95.78,147.45,49.54,18.94,25.4,HOSP_AJA_6,14.0,24.3,31.8,41.0,4.2,1.8,14898.4,0.53
196,AJAH,2021-01-09,68.77,141.71,37.76,7.36,31.71,HOSP_AJA_2,9.0,37.6,28.1,72.0,4.7,3.5,21346.3,0.71
197,AJAH,2021-01-09,76.38,105.44,62.96,23.62,27.16,HOSP_AJA_4,14.0,47.2,30.2,44.0,2.3,3.2,16401.3,0.84
198,AJAH,2021-01-09,90.61,154.69,42.25,26.2,54.57,HOSP_AJA_9,20.0,22.8,34.8,58.2,4.1,9.3,10022.9,0.82
199,AJAH,2021-01-09,80.9,104.23,43.17,21.11,40.74,HOSP_AJA_10,18.0,49.1,31.2,54.7,4.0,7.2,16330.8,0.27
200,AJAH,2021-01-09,66.83,94.16,56.66,21.64,41.57,HOSP_AJA_9,17.0,33.1,31.3,55.6,4.7,9.6,29672.3,0.62
201,AJAH,2021-01-09,69.55,62.43,60.48,27.98,44.8,HOSP_AJA_9,18.0,41.9,31.8,46.8,1.6,4.4,15557.4,0.29
202,AJAH,2021-01-09,72.09,118.11,37.5,13.94,46.29,HOSP_AJA_1,11.0,37.2,32.8,65.4,5.0,4.7,23523.1,0.58
203,AJAH,2021-01-09,68.06,97.48,63.08,14.25,29.14,HOSP_AJA_3,7.0,44.0,28.5,79.2,3.1,8.1,20098.8,0.39
204,AJAH,2021-01-09,33.86,135.7,47.75,17.72,38.61,HOSP_AJA_8,14.0,26.7,32.8,46.8,2.2,7.4,14273.2,0.44
205,AJAH,2021-01-09,68.6,163.81,56.87,22.57,42.68,HOSP_AJA_6,13.0,24.1,31.0,57.8,4.4,1.6,10318.5,0.85
206,AJAH,2021-01-09,98.22,82.81,27.48,16.0,42.83,HOSP_AJA_10,19.0,38.0,33.8,65.8,1.4,3.1,21462.5,0.47
207,AJAH,2021-01-09,57.55,100.92,50.15,25.36,47.49,HOSP_AJA_8,11.0,46.7,34.2,68.8,2.6,10.0,14838.2,0.88
208,AJAH,2021-01-09,60.26,87.79,34.03,12.93,37.75,HOSP_AJA_6,14.0,28.2,29.8,41.2,1.8,3.7,13603.0,0.4
209,AJAH,2021-01-09,64.16,139.54,37.85,15.94,36.65,HOSP_AJA_3,13.0,45.0,33.7,59.7,4.5,7.8,12504.6,0.51
210,AJAH,2021-01-09,82.26,54.83,58.73,7.8,51.88,HOSP_AJA_2,13.0,20.2,31.7,44.0,3.7,0.3,29767.5,0.83
211,AJAH,2021-01-09,64.02,91.41,42.99,17.61,23.1,HOSP_AJA_4,15.0,33.6,32.7,56.9,1.6,8.4,27504.6,0.23
212,AJAH,2021-01-09,82.69,103.09,68.46,16.22,35.78,HOSP_AJA_4,25.0,35.6,30.8,79.6,4.1,6.6,23889.5,0.47
213,AJAH,2021-01-09,54.34,133.85,42.73,22.63,20.54,HOSP_AJA_1,15.0,45.9,27.5,59.6,2.7,5.8,17943.4,0.74
214,AJAH,2021-01-09,54.93,104.06,36.15,25.08,38.87,HOSP_AJA_10,12.0,37.9,30.8,48.1,3.5,6.9,21733.7,0.62
215,AJAH,2021-01-09,86.32,87.63,62.96,25.2,41.85,HOSP_AJA_1,10.0,33.1,33.4,59.5,1.9,3.1,15474.6,0.33
216,AJAH,2021-01-09,46.14,114.17,38.09,16.19,37.74,HOSP_AJA_3,10.0,25.0,26.2,58.6,2.9,8.1,22791.0,0.66
217,AJAH,2021-01-09,45.04,101.55,35.12,31.82,28.03,HOSP_AJA_1,11.0,48.3,34.1,71.3,2.1,1.5,29651.5,0.22
218,AJAH,2021-01-09,61.8,133.25,23.48,15.94,35.92,HOSP_AJA_8,12.0,30.3,35.0,77.1,4.6,10.0,10381.8,0.42
219,AJAH,2021-01-09,85.32,129.35,41.77,11.98,43.9,HOSP_AJA_4,11.0,38.4,31.0,65.7,4.1,4.0,17336.3,0.75
220,AJAH,2021-01-09,74.51,77.11,44.46,22.58,38.61,HOSP_AJA_5,16.0,30.7,34.1,63.6,3.5,2.2,21557.8,0.82
221,AJAH,2021-01-10,64.76,117.33,45.91,19.75,48.57,HOSP_AJA_7,10.0,45.5,26.8,52.8,1.9,0.2,15848.2,0.55
222,AJAH,2021-01-10,48.96,114.47,48.33,24.72,32.72,HOSP_AJA_3,7.0,36.2,27.9,78.3,1.9,3.0,21010.6,0.81
223,AJAH,2021-01-10,41.38,118.72,25.68,24.58,49.87,HOSP_AJA_6,11.0,22.3,26.1,55.3,1.8,1.3,22571.5,0.7
224,AJAH,2021-01-10,96.6,105.93,40.65,24.51,42.81,HOSP_AJA_7,17.0,45.7,26.7,41.6,1.8,4.7,11103.3,0.67
225,AJAH,2021-01-10,93.54,63.39,48.92,15.14,51.31,HOSP_AJA_5,11.0,41.4,30.7,70.3,3.3,1.7,26865.9,0.76
226,AJAH,2021-01-10,89.36,128.66,36.4,23.23,52.51,HOSP_AJA_10,12.0,43.8,25.3,76.5,4.4,9.5,28129.6,0.24
227,AJAH,2021-01-10,74.27,81.7,53.56,16.26,36.73,HOSP_AJA_6,7.0,37.8,34.1,44.9,2.5,7.4,16971.3,0.71
228,AJAH,2021-01-10,57.57,85.35,45.71,17.61,61.52,HOSP_AJA_1,10.0,39.0,28.0,56.2,2.0,8.4,24487.5,0.51
229,AJAH,2021-01-10,83.16,93.22,55.34,23.06,40.0,HOSP_AJA_5,10.0,39.2,31.0,43.0,3.7,4.1,25273.8,0.6
230,AJAH,2021-01-10,54.5,104.73,46.78,25.0,49.79,HOSP_AJA_5,12.0,30.3,31.5,41.6,3.4,9.8,22252.5,0.26
231,AJAH,2021-01-10,53.27,144.23,35.03,21.99,51.63,HOSP_AJA_6,10.0,22.8,28.5,73.6,5.0,8.1,22421.4,0.54
232,AJAH,2021-01-10,72.49,118.76,61.62,9.78,45.57,HOSP_AJA_3,7.0,24.3,31.3,48.2,3.3,0.4,12839.1,0.57
233,AJAH,2021-01-10,65.71,96.29,23.78,16.89,42.75,HOSP_AJA_5,10.0,39.5,34.7,63.8,1.7,5.2,14849.4,0.39
234,AJAH,2021-01-10,62.48,113.35,45.31,25.71,33.51,HOSP_AJA_2,10.0,44.9,29.3,61.7,1.4,8.7,12876.3,0.69
235,AJAH,2021-01-10,92.56,98.34,24.99,0.0,22.42,HOSP_AJA_3,17.0,29.3,33.1,55.1,1.9,6.0,29689.6,0.82
236,AJAH,2021-01-10,78.2,68.9,40.1,8.27,54.75,HOSP_AJA_9,12.0,29.3,34.4,59.2,2.8,3.1,18398.3,0.7
237,AJAH,2021-01-10,91.83,56.24,41.11,13.89,35.55,HOSP_AJA_8,14.0,37.9,29.6,58.5,4.9,6.0,25489.9,0.32
238,AJAH,2021-01-10,80.28,134.95,35.6,14.17,43.72,HOSP_AJA_5,9.0,42.1,27.7,47.7,3.7,1.1,14384.6,0.66
239,AJAH,2021-01-10,53.86,113.61,49.92,6.13,26.43,HOSP_AJA_2,10.0,27.4,33.2,42.3,1.2,1.1,29125.7,0.56
240,AJAH,2021-01-10,74.81,102.01,64.58,17.54,41.6,HOSP_AJA_7,8.0,25.7,31.4,49.6,4.0,1.4,14493.1,0.85
241,AJAH,2021-01-10,95.53,48.66,25.37,36.23,37.48,HOSP_AJA_1,10.0,21.2,31.6,44.2,2.1,7.6,21622.8,0.87
242,AJAH,2021-01-11,71.34,125.98,50.69,8.6,17.91,HOSP_AJA_9,20.0,28.5,28.1,59.6,1.3,4.8,16961.2,0.33
243,AJAH,2021-01-11,80.54,119.21,40.71,24.56,29.12,HOSP_AJA_4,18.0,42.5,26.4,56.9,1.6,6.7,24804.2,0.69
244,AJAH,2021-01-11,45.33,106.99,43.92,21.9,26.38,HOSP_AJA_9,11.0,35.6,30.3,44.4,1.7,8.3,23731.7,0.41
245,AJAH,2021-01-11,63.46,93.86,34.34,14.49,36.13,HOSP_AJA_4,14.0,36.3,33.5,74.8,3.0,4.8,21866.7,0.62
246,AJAH,2021-01-11,77.55,123.5,61.25,25.64,30.14,HOSP_AJA_3,12.0,30.3,27.1,43.5,1.2,5.9,23421.3,0.36
247,AJAH,2021-01-11,65.78,91.2,43.35,15.33,47.31,HOSP_AJA_5,10.0,47.3,28.9,65.2,1.9,9.5,15592.7,0.38
248,AJAH,2021-01-11,80.13,82.99,39.44,23.71,28.69,HOSP_AJA_4,13.0,30.0,27.1,59.2,4.2,8.4,16151.3,0.68
249,AJAH,2021-01-11,100.65,133.23,56.86,27.19,25.55,HOSP_AJA_10,3.0,33.3,32.6,78.8,3.9,3.3,24818.6,0.76
250,AJAH,2021-01-11,70.7,114.07,45.27,19.05,18.84,HOSP_AJA_2,16.0,34.6,26.1,58.8,3.7,9.3,15734.7,0.45
251,AJAH,2021-01-11,74.76,39.76,63.18,22.43,31.43,HOSP_AJA_7,23.0,48.5,31.0,77.1,1.1,1.9,23790.0,0.39
252,AJAH,2021-01-11,55.45,104.35,54.55,19.97,22.43,HOSP_AJA_6,11.0,22.6,31.3,58.7,3.2,4.2,14494.8,0.81
253,AJAH,2021-01-11,85.61,128.07,31.88,13.02,44.0,HOSP_AJA_7,20.0,45.5,25.1,46.9,4.1,8.6,17858.1,0.74
254,AJAH,2021-01-11,66.72,118.47,68.97,15.78,22.76,HOSP_AJA_7,13.0,48.6,27.9,40.0,4.0,1.6,20941.5,0.48
255,AJAH,2021-01-11,96.65,129.41,41.57,15.72,33.1,HOSP_AJA_4,24.0,41.5,27.0,46.0,3.0,5.0,19909.9,0.37
256,AJAH,2021-01-11,28.58,129.74,50.35,15.4,40.44,HOSP_AJA_3,11.0,42.0,26.0,43.2,2.3,7.7,19527.3,0.84
257,AJAH,2021-01-11,52.63,63.3,37.4,23.55,48.92,HOSP_AJA_2,11.0,35.4,32.0,58.5,3.8,0.2,11233.7,0.51
258,AJAH,2021-01-11,55.64,124.2,48.24,18.75,41.7,HOSP_AJA_8,11.0,45.4,32.5,75.8,4.3,5.6,26688.4,0.4
259,AJAH,2021-01-11,71.71,145.19,22.8,13.48,43.74,HOSP_AJA_2,11.0,32.3,32.7,74.9,2.5,5.9,17467.7,0.62
260,AJAH,2021-01-11,91.33,126.83,51.66,12.38,25.74,HOSP_AJA_7,13.0,33.2,30.9,41.6,3.2,6.6,10400.8,0.36
261,AJAH,2021-01-11,84.87,82.22,50.86,24.42,34.97,HOSP_AJA_8,12.0,45.5,25.1,76.2,4.6,7.7,29048.1,0.56
262,AJAH,2021-01-11,88.35,100.56,65.26,16.93,21.09,HOSP_AJA_5,20.0,32.7,29.6,42.5,1.0,3.6,19864.8,0.86
263,AJAH,2021-01-11,57.74,107.95,19.33,12.64,35.6,HOSP_AJA_9,11.0,27.6,34.4,77.1,2.3,1.7,12830.6,0.32
264,AJAH,2021-01-11,78.94,109.7,50.43,9.87,23.29,HOSP_AJA_5,13.0,23.2,27.1,57.9,3.7,8.6,19064.4,0.26
265,AJAH,2021-01-11,51.62,126.06,54.94,21.15,32.41,HOSP_AJA_2,9.0,39.2,29.0,55.3,3.7,0.8,27918.9,0.55
266,AJAH,2021-01-12,26.81,129.33,37.52,16.93,40.52,HOSP_AJA_6,10.0,26.2,29.9,45.3,4.7,3.6,15977.9,0.87
267,AJAH,2021-01-12,73.29,114.38,36.96,9.08,43.52,HOSP_AJA_1,16.0,37.8,32.5,79.3,4.9,9.4,15889.2,0.25
268,AJAH,2021-01-12,93.94,135.53,51.52,8.59,39.99,HOSP_AJA_6,22.0,43.5,33.0,68.3,2.8,1.3,12406.4,0.87
269,AJAH,2021-01-12,81.89,92.24,44.09,12.65,30.69,HOSP_AJA_6,14.0,27.2,25.2,56.6,4.7,7.7,15184.9,0.77
270,AJAH,2021-01-12,66.04,111.2,36.24,16.49,63.92,HOSP_AJA_2,12.0,20.1,32.7,66.5,3.5,5.4,14885.7,0.58
271,AJAH,2021-01-12,67.59,126.48,47.69,24.63,28.15,HOSP_AJA_8,13.0,34.0,34.5,63.3,2.1,9.9,23039.8,0.71
272,AJAH,2021-01-12,52.84,167.43,38.88,8.65,30.58,HOSP_AJA_8,15.0,20.4,34.4,41.1,3.7,0.3,26730.1,0.56
273,AJAH,2021-01-12,72.38,65.28,63.49,26.81,36.19,HOSP_AJA_7,7.0,36.1,28.2,71.5,1.9,8.1,26792.3,0.47
274,AJAH,2021-01-12,66.1,98.38,61.46,28.72,13.05,HOSP_AJA_9,12.0,44.6,34.0,77.7,2.4,5.5,28074.2,0.27
275,AJAH,2021-01-12,68.11,78.85,40.14,1.99,37.33,HOSP_AJA_1,9.0,49.4,34.8,72.3,3.6,3.7,27562.6,0.42
276,AJAH,2021-01-12,75.3,97.13,50.67,21.1,39.51,HOSP_AJA_1,15.0,21.6,27.1,55.1,2.0,2.4,19194.3,0.72
277,AJAH,2021-01-12,86.95,116.32,49.48,19.16,38.4,HOSP_AJA_6,11.0,37.9,30.0,69.8,1.3,5.4,16461.4,0.34
278,AJAH,2021-01-12,83.53,96.66,42.03,12.31,26.68,HOSP_AJA_2,13.0,38.1,31.4,72.8,2.4,6.0,15404.6,0.46
279,AJAH,2021-01-12,57.89,89.67,44.49,25.58,40.73,HOSP_AJA_10,8.0,22.0,25.2,59.0,3.9,2.5,18744.5,0.84
280,AJAH,2021-01-12,69.39,105.82,47.05,18.31,53.14,HOSP_AJA_5,15.0,38.9,34.8,43.3,3.5,9.8,29184.3,0.55
281,AJAH,2021-01-12,63.33,100.34,45.14,5.95,37.21,HOSP_AJA_4,10.0,39.1,25.5,72.8,3.1,3.7,11644.9,0.35
282,AJAH,2021-01-12,61.13,155.46,58.6,15.9,43.27,HOSP_AJA_5,10.0,35.8,26.2,44.2,4.1,8.5,18692.7,0.29
283,AJAH,2021-01-12,61.41,96.86,40.82,19.66,47.83,HOSP_AJA_4,12.0,28.0,30.3,64.5,2.0,4.3,28165.7,0.68
284,AJAH,2021-01-12,57.76,120.16,61.45,26.21,41.5,HOSP_AJA_10,12.0,24.7,34.8,75.3,4.5,3.8,11031.0,0.31
285,AJAH,2021-01-12,72.62,123.05,33.65,15.35,50.55,HOSP_AJA_8,12.0,26.6,34.4,53.9,1.4,6.9,15547.5,0.69
286,AJAH,2021-01-12,95.04,140.29,55.63,12.94,39.15,HOSP_AJA_4,15.0,44.8,32.7,74.5,3.2,9.0,14331.8,0.59
287,AJAH,2021-01-12,51.16,91.63,53.79,14.0,37.01,HOSP_AJA_1,8.0,26.4,30.9,45.8,3.7,2.8,21437.5,0.75
288,AJAH,2021-01-13,85.39,122.73,45.95,15.49,44.26,HOSP_AJA_5,16.0,46.2,28.2,66.0,2.0,8.5,23746.6,0.8
289,AJAH,2021-01-13,41.0,95.07,39.11,19.1,29.16,HOSP_AJA_5,11.0,35.5,25.6,65.5,3.3,5.1,12037.4,0.26
290,AJAH,2021-01-13,72.67,103.67,32.97,15.65,27.72,HOSP_AJA_5,20.0,48.3,34.4,63.0,2.4,7.5,16066.8,0.75
291,AJAH,2021-01-13,57.27,92.61,53.03,21.32,50.56,HOSP_AJA_7,15.0,36.7,25.4,51.9,2.6,1.5,29081.2,0.86
292,AJAH,2021-01-13,52.17,79.05,49.8,14.16,23.68,HOSP_AJA_2,17.0,21.0,30.8,63.4,2.1,6.6,12448.6,0.7
293,AJAH,2021-01-13,85.72,121.32,49.97,21.64,48.83,HOSP_AJA_4,8.0,40.1,31.2,47.0,3.4,9.8,24082.0,0.87
294,AJAH,2021-01-13,47.37,92.26,59.07,10.68,43.43,HOSP_AJA_9,15.0,20.4,33.6,40.5,3.3,0.8,12128.5,0.27
295,AJAH,2021-01-13,94.26,122.46,49.85,24.94,27.01,HOSP_AJA_5,17.0,46.9,30.8,59.7,4.0,7.5,21457.9,0.8
296,AJAH,2021-01-13,41.87,51.02,39.94,27.14,32.47,HOSP_AJA_10,11.0,22.9,33.8,79.7,4.1,7.2,13809.2,0.57
297,AJAH,2021-01-13,75.69,122.86,41.53,24.42,41.94,HOSP_AJA_3,15.0,20.6,34.1,46.4,2.1,4.4,10361.2,0.48
298,AJAH,2021-01-13,55.42,113.08,55.61,19.21,32.78,HOSP_AJA_4,16.0,23.7,34.8,53.5,2.5,2.0,21291.5,0.87
299,AJAH,2021-01-13,97.07,105.27,69.83,16.76,36.74,HOSP_AJA_9,16.0,21.9,32.1,50.6,1.3,7.7,13039.3,0.36
300,AJAH,2021-01-13,72.38,116.08,56.17,12.74,47.26,HOSP_AJA_8,16.0,37.8,29.1,46.8,2.3,3.0,15172.2,0.24
301,AJAH,2021-01-13,73.33,91.62,46.06,14.8,20.78,HOSP_AJA_4,13.0,47.3,30.7,58.5,3.3,4.2,11666.1,0.5
302,AJAH,2021-01-13,60.67,90.17,60.75,28.74,34.15,HOSP_AJA_6,22.0,33.3,30.9,61.7,2.4,6.7,26299.6,0.43
303,AJAH,2021-01-13,61.23,99.51,62.7,25.54,39.59,HOSP_AJA_9,16.0,39.5,33.6,61.5,1.1,1.5,17872.7,0.7
304,AJAH,2021-01-13,89.23,45.79,26.16,17.93,31.21,HOSP_AJA_8,19.0,38.6,26.0,42.3,1.9,5.3,23044.6,0.27
305,AJAH,2021-01-13,62.98,62.25,57.13,29.22,28.49,HOSP_AJA_10,8.0,47.2,34.4,51.8,2.2,2.2,10586.8,0.84
306,AJAH,2021-01-13,95.55,81.92,56.71,16.0,29.9,HOSP_AJA_1,12.0,37.3,32.2,79.8,1.1,1.5,13171.9,0.58
307,AJAH,2021-01-13,68.74,81.85,30.59,8.98,41.36,HOSP_AJA_5,12.0,21.1,33.1,74.4,2.2,8.6,26168.9,0.29
308,AJAH,2021-01-13,70.55,89.89,42.23,9.56,26.47,HOSP_AJA_9,17.0,46.3,34.8,48.0,4.4,3.6,14573.3,0.35
309,AJAH,2021-01-13,87.4,115.02,55.07,15.66,36.59,HOSP_AJA_2,12.0,24.4,29.1,77.5,3.5,4.9,19100.4,0.84
310,AJAH,2021-01-13,90.61,138.73,49.52,10.54,37.16,HOSP_AJA_1,18.0,26.6,25.6,61.1,1.7,2.8,22526.5,0.47
311,AJAH,2021-01-13,49.39,99.2,50.57,23.43,41.82,HOSP_AJA_1,11.0,35.8,32.9,69.7,2.4,3.8,25116.0,0.9
312,AJAH,2021-01-13,81.0,115.29,44.63,23.61,29.47,HOSP_AJA_6,9.0,40.1,27.0,68.0,3.3,5.7,27533.3,0.33
313,AJAH,2021-01-14,86.45,102.1,45.16,11.85,29.36,HOSP_AJA_4,12.0,45.1,29.9,65.8,1.5,6.5,15163.5,0.5
314,AJAH,2021-01-14,87.81,117.36,39.67,14.48,59.37,HOSP_AJA_1,21.0,47.0,27.2,59.5,3.1,2.5,14945.9,0.79
315,AJAH,2021-01-14,69.53,66.08,52.99,15.19,23.54,HOSP_AJA_2,15.0,47.5,27.9,69.6,2.3,7.1,20057.7,0.63
316,AJAH,2021-01-14,77.7,143.54,55.92,16.37,31.85,HOSP_AJA_8,14.0,30.0,32.8,78.3,4.5,2.3,28923.1,0.87
317,AJAH,2021-01-14,105.5,133.81,62.61,24.69,39.75,HOSP_AJA_7,19.0,38.4,34.5,78.7,3.3,4.7,17270.0,0.46
318,AJAH,2021-01-14,44.15,57.71,39.57,17.16,47.31,HOSP_AJA_6,11.0,34.4,25.6,57.3,4.0,8.4,25192.1,0.85
319,AJAH,2021-01-14,57.15,100.4,43.18,21.21,31.3,HOSP_AJA_8,14.0,25.9,26.6,78.7,2.4,3.2,22566.5,0.85
320,AJAH,2021-01-14,71.11,119.05,40.74,16.61,25.74,HOSP_AJA_10,22.0,33.1,31.6,77.4,2.2,9.0,11519.8,0.26
321,AJAH,2021-01-14,63.54,93.97,69.46,16.23,39.15,HOSP_AJA_4,10.0,45.4,28.4,57.1,3.3,9.7,24620.6,0.21
322,AJAH,2021-01-14,88.64,132.96,39.8,22.14,11.83,HOSP_AJA_7,14.0,27.9,29.8,65.1,4.0,5.4,20420.0,0.69
323,AJAH,2021-01-14,47.46,124.49,59.47,21.07,42.68,HOSP_AJA_10,15.0,46.7,33.5,54.6,3.9,9.9,14649.1,0.8
324,AJAH,2021-01-14,68.94,110.72,50.8,24.29,44.69,HOSP_AJA_10,6.0,45.2,30.2,67.1,2.9,9.0,19063.1,0.83
325,AJAH,2021-01-14,58.75,135.23,40.53,14.28,36.56,HOSP_AJA_7,12.0,20.3,25.9,62.5,2.7,1.2,21789.0,0.31
326,AJAH,2021-01-14,60.97,112.11,40.11,18.29,22.29,HOSP_AJA_7,11.0,47.6,25.5,73.8,3.0,6.5,11134.7,0.34
327,AJAH,2021-01-14,68.24,73.82,51.89,29.22,38.02,HOSP_AJA_9,13.0,46.9,32.8,51.1,1.5,3.7,19283.0,0.56
328,AJAH,2021-01-14,64.09,142.43,48.57,11.98,50.54,HOSP_AJA_1,16.0,32.4,27.6,64.8,2.5,9.0,27401.3,0.56
329,AJAH,2021-01-14,96.32,109.74,70.21,16.17,14.86,HOSP_AJA_9,10.0,40.3,32.1,41.5,4.8,1.9,10848.0,0.63
330,AJAH,2021-01-14,88.56,126.29,48.14,18.22,35.36,HOSP_AJA_4,11.0,44.0,25.6,48.4,2.6,7.9,27969.4,0.34
331,AJAH,2021-01-14,95.04,95.18,53.72,17.08,28.06,HOSP_AJA_8,15.0,32.7,29.7,69.2,4.7,3.4,23036.8,0.69
332,AJAH,2021-01-14,83.98,102.37,47.11,9.89,43.21,HOSP_AJA_3,14.0,26.0,25.3,73.4,3.3,8.8,12759.9,0.74
333,AJAH,2021-01-14,50.07,123.46,45.49,24.76,35.96,HOSP_AJA_5,13.0,24.5,28.5,47.1,4.7,1.5,13715.8,0.71
334,AJAH,2021-01-14,53.58,87.22,55.09,25.12,24.62,HOSP_AJA_10,14.0,43.6,30.0,62.1,4.0,9.8,21113.1,0.8
335,AJAH,2021-01-15,84.56,92.49,39.61,8.46,48.0,HOSP_AJA_9,22.0,28.0,32.3,56.9,3.7,5.2,21381.9,0.2
336,AJAH,2021-01-15,67.39,113.85,34.39,14.63,32.59,HOSP_AJA_2,17.0,24.7,31.0,61.1,3.0,8.8,21371.9,0.69
337,AJAH,2021-01-15,90.03,130.73,56.82,16.3,42.97,HOSP_AJA_1,13.0,26.2,26.0,57.1,2.3,3.6,28089.7,0.75
338,AJAH,2021-01-15,91.38,122.37,68.34,7.13,31.12,HOSP_AJA_4,16.0,40.9,29.6,45.7,2.4,4.8,16999.8,0.89
339,AJAH,2021-01-15,74.41,110.72,25.65,31.02,36.58,HOSP_AJA_10,12.0,37.4,29.8,72.7,1.1,6.2,17539.6,0.23
340,AJAH,2021-01-15,55.79,87.17,44.23,8.72,12.54,HOSP_AJA_10,14.0,49.8,28.0,64.6,4.4,1.1,14135.6,0.87
341,AJAH,2021-01-15,100.22,50.2,37.59,19.14,41.66,HOSP_AJA_5,13.0,31.4,30.3,49.5,3.6,1.8,15334.5,0.44
342,AJAH,2021-01-15,69.37,93.11,16.69,17.44,29.16,HOSP_AJA_6,13.0,43.8,31.3,75.6,4.7,5.1,24801.5,0.55
343,AJAH,2021-01-15,81.5,86.44,35.76,32.89,32.93,HOSP_AJA_3,11.0,21.3,25.8,69.0,4.3,6.9,26318.5,0.57
344,AJAH,2021-01-15,96.93,133.74,22.11,24.97,36.5,HOSP_AJA_4,9.0,28.7,29.5,58.5,4.5,6.3,12360.4,0.48
345,AJAH,2021-01-15,61.46,115.22,47.63,15.01,28.55,HOSP_AJA_7,10.0,21.4,34.4,77.5,2.8,7.1,15540.1,0.59
346,AJAH,2021-01-15,49.98,149.94,32.37,18.55,48.42,HOSP_AJA_5,8.0,24.9,26.4,77.1,4.6,0.7,29461.3,0.42
347,AJAH,2021-01-15,57.72,131.24,55.35,22.17,31.79,HOSP_AJA_9,10.0,42.0,29.6,46.5,3.0,3.7,24334.0,0.85
348,AJAH,2021-01-15,53.86,105.64,53.03,15.2,45.48,HOSP_AJA_7,7.0,30.1,25.0,54.7,1.8,0.7,17372.7,0.52
349,AJAH,2021-01-15,59.38,81.14,67.64,21.82,34.8,HOSP_AJA_4,8.0,33.8,30.2,60.2,2.9,4.9,24116.1,0.78
350,AJAH,2021-01-15,95.7,147.53,58.75,17.1,44.87,HOSP_AJA_2,8.0,21.3,31.8,58.8,1.4,4.5,12188.7,0.6
351,AJAH,2021-01-15,73.13,93.04,35.55,24.98,21.61,HOSP_AJA_2,17.0,46.7,28.8,79.8,1.3,8.8,29591.5,0.38
352,AJAH,2021-01-15,60.78,112.08,44.03,17.83,45.31,HOSP_AJA_8,11.0,23.3,34.5,73.0,1.3,3.5,20404.7,0.46
353,AJAH,2021-01-15,65.63,82.41,41.12,17.82,26.95,HOSP_AJA_7,10.0,34.9,27.2,72.1,5.0,5.2,26489.8,0.45
354,AJAH,2021-01-15,62.13,67.31,24.77,18.54,40.37,HOSP_AJA_5,8.0,33.3,28.4,73.0,4.6,8.9,17780.8,0.29
